id,text,label
AUPGEVBC9RV12_8770,I liked it but not the language.  Why can't they just leave out the cursing.?,3
A2QOAT0BLYBTEB_22100,The quality of this recording was dreadful.  Very poorly transferred.  I cannot recommend it at all. Most dissatisfied.,2
ANPXMT8E4XKSL_1673,"this movie was good as a action movie and just as good as a spiritual type of movie. It was sad, touching, and heartwarming. I say this movie is a must see.",4
A6VFSC0BW75Y0_20786,"Amusing, some laughs, some action, some (but not much) questionable content for younger people.  Was OK to watch with my 13 year old daughter.",3
A3JR048Y05GTD0_2442,"Gattaca is a wonderful movie. Where love is concerned, it doesn't matter who you are, and where dreams become a reality.",5
A26IXKSKY76T10_19483,Saw this movie years ago but for some reason it just doesn't resonate with me now. It was just ok,2
A1T1QN0M9ORZVY_22576,The plot is outrageously contrived. Audrey is as beautiful an actress as has ever been; although her character is almost unforgivably ditzy and naive. This is an early look at her and Peter O'Toole before they could demand meatier roles.,3
A3M6R36BVEMO9C_11539,Starts off interesting and somewhat hot and then turns into a male bashing soap opera.,2
A2CQ99W0NFVGEE_3080,WHAT CAN I SAY ABOUT DEMI MOORE. SHE IS EXCELLENT IN THIS MOVIE. WAS NOT TOO SURE ABOUT IT BUT GLAD I BOUGHT IT.,5
A2IZGK3LZG4O31_13651,Wonderful to see  the old movie again as it has Peter O'Toole doing a wonderful job in his personal vendetta against the Germans.,4
A152U56KHSXM35_7114,Seen this as l little girl.  How exciting to find this movie in dvd.  Purchased it immediately.  i  i,5
A2B49QIP6RRERY_9590,It just wasn't the kind of movie I like....I watched it but wished I had not.,2
AT6CQKVMQ4EDE_23630,"I enjoyed the movie but mostly bought it for someone else, so I watched it too. Anthony Quinn is really good in the movie.",3
A2KNSFX7T24ET7_13060,"This movie was Walter Hill all the way.  Non-stop in your face action, causing you to sympathize with the protagonists. A cult favorite from the late 70's, has always been a favorite.",4
A2BXTKDXE61DNF_22302,"This movie was simply horrible, the worst 'Jason' movie ever IMO; glad I only spent three dollars on it! Freddy VS Jason is much better.",1
A1WWIDACCLLLSI_496,"As a history buff, I really enjoy the Revolutionary war period pieces and the Civil War. Jeff Daniels  portrays people from both wars with style and excellent acting.",5
A2GH5E08PYPFZY_10198,"Quality is OK but other Elvis DVD's are all ""Enhanced For Widescreen TV's"" e.g. Jailhouse Rock. So why isn't this one? This refers to 65096",3
A30AY8MVYPSMQ_16891,I was disappointed There is too much bad language in it. It is suppose to be for the family. I would not let little children watch it.,2
AM1U9G33FYLNI_986,This movie is a classic - and really was a trail blazer with regard to alien theme movies. It is a movie that continues to be thoroughly enjoyable.,5
A1KKXFSXURQBI4_15787,"read the book plus the ""Looking Glass War""...was able to understand the plot(s)....enjoyed the movie....watched again it because of the New Yorker article with Le Carre of 4/7/13....now found less exciting.",4
A2FGL0A1ZBZYI1_4895,Great movie and very good quality! A movie I will watch for many years to come!,5
ANVZ80SSCMSLZ_20690,"It is listed on the back cover, but nowhere to be seen on any of the two discs. What the heck?",1
A11O5ZK81RKJT4_8294,"even after Disney locked it in the vault, I'm glad to have found it on amazon to add it to my collection :)",5
A56L4142VKGZZ_14305,"It's an OK movie, I don't know why they had Chevy Chase as such an angry person. It could have been written much better.",3
A1RN2XLOMPMSNI_23980,"Was expecting Inherit the wind with spencer tracy, not kirk douglas...the one received was a poor imitation of the want requested",1
A2SBX7UU9PPJUA_17854,"It was interesting, I did like it however I found myself getting a little bored at time. Perhaps I was spoiled after the Tom Petty documentary, which was awesome!",3
A286PVV7J8JYUE_17524,It's not that good to me and is kind of sick. It is better than nothing but I would buy Cleopatra instead.,2
A10UW2AAO1FEA6_13309,"Interesting story line, good v evil on several levels. Unclear whether Glenn and bad creature were aliens or demon/angel The weapon Glenn used seemed high tech instead of angelic. Music got annoying after awhile.",3
A17ZPWZJUGKIPN_22309,"I like quirky things.  Didn't expect this movie to be a quirky movie, since I had heard it had some Oscar nomination buzz.  It was horrible, other than the cinematography.  It reminded me of the life aquatic with Steve zisou",1
A1VZ76V29DN3I5_18249,I only bought it because I love Audrey Hepburn. The movie is a little confusing.,3
A1ZPEPJLNZHRMB_12925,William Shatner's performance is quite memorable here. And some of their jokes and gags never get old. But some definitely date the movie to its time.,4
ALE6Q77QHL1MU_12258,"IT WAS HARD TO UNDERSTAND THE  ACTORS TALKING AND TO,SUBSEQUENTLY, FOLLOW THE STORY LINE.  I WISH I HAD NOT BOUGHT THIS DVD.",2
A3H7CQSBMIKE2W_19428,MICHAEL MOORE REALLY EXPOSES CORPORATE AMERICA'S ACTIONS AND SHOWS THE EFFECTS! LOVE THE WAY THE DOCUMENATRY WAS DONE AND WHAT IT CAPTURED!,3
A2J7MRIK0WGPCX_23106,these two do have chemistry but it seemed to drag on a little. Good story of old fashion love and romance and makes you realize sometimes you have to let go to get the prize,3
A3JMIQ4IG2Y3WW_13793,i like the movie it could have been a little better story line but as far as the movie itself it was not to bad,4
A37D18OHTYT0D8_22674,Not as good as part one. This seems more like the same plot with an added sibling and first girlfriend added the storyline.,3
A282SK11CBECM8_2680,"Another example of money-bloodsucking ideas of studios

learn to wait!.... they eventually will learn to tell people their plans",1
A2K7QWFMAIJRYL_14378,"Tedious portrayal of a megalomaniac. Lots of carefully lit scenes of George C. Scott staring off into the distance. If at any point you are bored or thinking WTF?, stop watching. It never gets better.",1
A3QDHY8XXAOV2U_5186,The only part about this movie that it cut out a certain part of the book.,5
A1DTWSMRO8MG99_22462,A very dumb movie with a very weird plot.  Didn't find any redeeming features in it.  Forget about it now.,2
A1LKWM6T94IIY6_20178,"THIS MOVIE IS NOT EVEN CLOSE TO ADAMS FAMILY TV SHOW. NO STYLE JUST

  A BUNCH OF KNOCK OFF FROM THE ORIGIN GREAT SHOW. UTTER BLAH.",2
A2YW2W4WXU53QL_3880,"an all time classic for anyone who likes to watch a movie with sword play in it, great movie, highly recommend",5
A31WNT7RKO9SJX_17871,"I had hoped to show this to high school, World History classes.  I'm afraid they would pick me up and toss me out the window.",2
A3LK8EN333QWZW_20344,"It's a classic, but not one of my all time favorites.  Fun to watch when you haven't seen it in a long time.",3
A32A8RWN8ZPQVV_15923,"This is a pretty funny show, but I did not remember all the cussing in it.  Other than that is  great.",3
A1H1IXCZ3MEGHB_1172,Great slasher movie. Almost as good as the first but still a bit farfetched. Loved it. My kids seemed to enjoy it too.,5
A9Q28YTLYREO7_5831,this film works because of the Characters being in tune with one another. It's a solid straight forward 80's film. Nothing more or less. Judd Nelson and crew are a good fit for each other in this film.,4
A2K53OYO4JJO28_21461,Interesting mixture of home grown neighborhood boys grown up. The takes on the different personalities and how they turn out is a study in the interaction of personalities.,3
A11EY1NJY2CO1I_20112,"It is hard for me to walk so this is a good exercise for me. Some of the visuals are somewhat boring, though.",3
A1KU89PPLCJY5O_19544,Not a must but if you have some time to kill ...There's Anthony Quinn and Ingrid Bergman but that doesn't save the movie at all.,3
A2DJFYBB2L5VSN_6368,"Classic Mummy film here and done very well by Boris Karloff. Sad tale, but intriguing, especially for the time.",4
A1M3HAU7T3HTUC_8651,Not my number favorite of 'contact' with aliens but it was worthwhile to watch it all way to the end of movie. Effects are overall good..,3
A2N6RDE3P7GMB1_20640,"I thought that the movie was lighthearted and charming. Seems like a kids movie though, which is not a bad thing. A bit predictable as these formula flicks go, but still entertaining.",3
AP1GBGQM78BGJ_7766,Classic... Hold a pretty woman in your arms and watch it. Julia Roberta and Richard Gere are perfect in this.,5
A11SINJ0DXBYA_2179,"This is my favorite movie of three great actors! Bronson, Coburn, and Martin! I don't see how it could have been any better! AWESOME!",5
A82R4WKX62LEK_21778,"WELL, GREAT ACTING, GREAT MUSIC, GREAT COSTUMES. TO BAD THEY RUINED THE MOVIE BY MAKING IT A PRO MARXIST MOVIE. I HAVE A DIFFICULT TIME ENJOYING A MOVIE IN WHICH THE STARS ARE IN LOVE WITH A MARXIST REVOLUTION.",2
A17M22JQ4LNRVB_15187,Was not as good as I remembered it.  Amazing tank battles.  Interesting to see the special effects back from 1965 era.,3
A385M5DQBDQQ0F_3790,Exciting-- never realized this movie was the setup for the Highlander series. Sean Connery is not hard to take either !,4
A9OGLABJ0P3ZQ_22090,the dual sided midnight movies usually will skip or freeze. the movies are great but the discs skip. even when they're mint.,3
A11P64J8QX7NWA_19717,"I saw this movie before and it just doesn't seem that funny this time, maybe because some of the jokes are so dated.",3
A1JN5YHKWAO2IN_21982,Amazon needs to get better movies.  That's why they are free with Prime Membership. Most of them are old. Would not recommend.,1
A2JBI9T7KY24Z8_2634,"probably the best performance I seen of Sally Field
Good Story - just enough twists to keep you interested
Wilfred Brimley was perfect for the ending",4
A2RRF6PLY5IO62_21508,The humor in this is very juvenile. I do not recall laughing even once. The editing is sloppy in terms of storyline  and other details.,2
A28LZA3OUT9A1U_1215,Another Great Drama Movie. Glad to have added this to My Collection. This is Robert De Niro in His younger day's.,5
A32UJLA9XO4R6G_18189,"We love the movie, but in the rental the sound was not good and was hard to understand.",3
A1321OAYHLFNG4_3146,"The Genius of Hitchcock entangled with the grace, beauty and talents of Fontaine and Grant make this a gripping watch and a return to a time of panache and style.",5
A167B32QS1SL33_21411,"I have no idea why some people consider this a ""classic."" It's basically just porn with, what I guess is, a plot.",1
A1MELZ2TUM9GTU_4185,Good war flick. The graphics were very good. The plot was a little hackneyed but played well.,4
A231LDOHWO3C4J_9530,"found myself laughing at some of their silliness.. it was a different kind of comedy and worth watching
DVD was in excellent condition as guaranteed by the seller.. I would recommend purchasing from this seller again.",4
A3DPLF1J3ILMTO_22360,"Disjointed, silly and hard to follow. Once again, how did this win all those Oscars? My wife (a member of SAG) and I had trouble even watching this to the end.",2
A3PBJIGX55NIXI_3848,I enjoy history and time travel both. The details were nice and all in all a great movie.,5
A1IMP3E8KJ4GK6_4614,i so love this movie it brings back some wonderful memories of going to see it with my family when i was younger :) great service and like new dvd thank you :),5
A2NP3CR8KPO8PL_11689,"Good family movie. Not the best of Heston's movies, but worth watching.  This is a remake of an older version.",4
A2I818MM4X9NCH_20241,Definitely the weakest of the series due to his advanced age. But there still a lot of great seems to me it's worth owning if you have the rest of the collection.,3
A3E7HV9ZURQYX1_10918,This movie goes on different directions but I enjoyed this film because of the action and humor.  This is one of Russell Crowe's underrated films.  This film is good.,4
A34ZB4WGZ5HI87_16870,Could have been awesome. WAY too sexual!! If you want a clean western movie this is NOT for you!! Very disappointed!,1
A1C7O38M6JPRWD_19828,"My husband and I tried watching it...maybe 20 minutes, but it was just too stupid.",2
A36LS52R89N3EP_5800,this movie has everything in it to make you feel it all from the bottom of your soul... it hits home on so many levels...,5
A3BD4B8HW8RT5H_10107,"Gee I never knew she played such an important role on this great series. Ever have anyone proof read these entries?? Read the whole description, its quite funny :)",4
A3ED6KS4VCCYZ0_17056,The acting is okay but the story line just doesn't make sense. I realize it's a comedy but just couldn't get into it.,2
A2HHAY63ZHFJ7F_23834,"I have seen many great Sci-Fi movies from the Fifties. This is not one of them. It is tedious, improbable, without a single redeeming quality, and rings false at every turn of the plot.",1
A2W1ARJELTRWF7_23117,One of the 2 Pates in this broke so we had to send it back or our money back. One of the worst items we bought,1
A6F1WQF6DWZUA_7898,"Fun light hearted movie of cartoon characters coming to real life and living in the cartoon fantasy. Cute concept. We really enjoyed it, and has a happy ending... of course.",5
ANT11OLUKFYHY_10019,"This isn't one of his best products, but I love John Wayne and Robert Mitchum, so I will continue to watch this one, if only to study it.",3
AWD6SR6I52C5C_7177,"Great movie, love it bunches. Purchased it for a gift. Arrived quicker than expected and was well packaged for protection.",5
ANPXMT8E4XKSL_5720,If you like music like the old classic stuff then you will like this music.,3
A3VWE7P8LUTRUC_2712,"Best movie series to watch for long flights!!
A true classic with an excellent depiction of the Bushido code.",5
A10HHM2684NZD2_4728,I literally live right next to the Holland Tunnle so I had to give this 5 stars even though it's your basic Hollywood wizz bang flick with bad acting. Great special effects!,5
AP6QSVWYP8B15_8738,Another perspective of events in what truly has been an abominable cover-up my those in the very highest offices in our Federal Government.,4
AOXSY95HZGZ9G_21031,It is fun to hear famous voices for animals.  I found it went a bit far into the darker side of humans.,3
AEGYKCHYY809X_8494,The transfer is fine but I found the story a bit silly and doubt I will watch it again. A good rent for golfing fans though.,3
A3QXT4RO4RBPCL_6445,"a happy romantic comedy. the worst thing  that happens is a plane crash, where no one dies.a movie, you would gladly watch at the theater.",5
ABDXLYCU9R9J3_13484,"lost my interest in the first thirty minutes, so i turned it off, and went to sleep, watch it if you dare.
R.W.",1
A10RHIFSHR359B_10022,"Like the movie, not as good as Rio Bravo, but still worth seeing.  Good blu-ray transfer.",3
A2KQIKTZIRBD2V_2560,"It's a rather slow moving movie, but the acting was superb by all actors.  It's fun to watch just to see the gorgeous dresses that ladies of that time period wore.",4
APMTVZ62YWZRD_18701,"kind of ""B"" rated movie, plot a little hooky. If you have something else to watch, watch the other first.",3
A3VJGKOD49GHE4_12375,"Entertaining but a bit sappy. I believe they call these types of movies ""chick flicks"". If you want action and adventure try one of Hanks more recent war movies. Cheerio.",3
A358OREKDS7Q9F_14918,"this is a nice dvd with some interesting bonus material, if you like big monster movies then give this a try.",4
A2M4682AI132ZO_21664,"The movie barely qualifies for commercial release. While better than a home movie, I thought of it as a college student project.",1
A1Y93WFFKGIQVQ_7316,"Really a very special movie when it first came out, I have seen this one and the new updated one and I really love this one way better hands down!",5
A2SV7GLG1AJ61J_22796,"started out great, almost like a James Bond movie, then took a tacky turn for the worst. It was very lame and so disappointing",1
AOYSEL0SW8C54_12068,"The transfer was total crap. Colors are washed out, the aspect ratio was wrong. Video worked for me, but over all... as much as I like the movie. This DVD is garbage and not worth buying",3
A3IYL6LXHE8ZZ9_20597,"Nice adaptation of SK's book. Again, if you want the whole story, please read the Complete & Uncut version of the book.",3
A5QERXNJT3KS9_10368,my kids loved this series when they were growing up and now I have a grandson who does as well,4
A1LNEPQV8CTELK_15011,I consider this a must in my collection with many named stars. Good story set in WW2 behind the main fighting lines. James Cagney is the quirky captain and Jack Lemmon's comedy is great.,4
AWKXRTDD6AWTU_20420,"I found this just okay. If you're looking for a funny Cleese performance, check out Fawlty Towers or Monty Python and give this a miss.",3
AT67RPMNGU669_17991,"Purchased as a bachelor gift for a friend, no real 3D that we could see. No worth it if you're buying it for 3D values.",1
A224H4IO1LEMVJ_10562,"I did not find Jodie Foster believable in this roll, though the movie is very good.",3
A6SF7EEUPUK9V_19832,"watch the Naked Gun movies instead this movie is just a waste of time. got a few of the 'jokes', but the rest of this work seems stupid rather than funny.",2
A1F6O5CPQWVZCR_5640,"Hysterical beyond belief!  A laugh a minute... I highly recommend,especailly for those John Belushi fans A+++++",5
A3VGYD4LQG8SNI_18904,"I purchased the movie because I am a David Duchovny fan. It is hard to find a movie that does his acting justice. I never like X files..
I enjoyed seeing him but the story did not excite me.",3
A2PN3ZPK5XDBK9_11871,"VERY BAD movie, it give borderline truths about bible prophecies.  If I didn't know the truth I would believe it, this is for Megiddo, Megiddo II, the Rapture and others that talk end times.  It's Biblical misquoting and misinterpretations.",1
A1C55SRM4AMC7A_6759,A classic movie- classic actors and who doesn't LOVE Goldie Hawn and Steve Martin? great premise for the movie and enjoyable!,5
AHLBXITZWB2U5_2309,One of my all time favorite movies and it was great in blu-ray format. A must have for any fan.,5
A2A44ZZB2MBARW_4338,I can't remember this movie. Must not have stood out in my mind as one of the greats,2
A3KDUES2WLMWGX_12531,This was and is a favorite campy 1960's movie.  Anything that can go wrong for Rock does.  If your a fan of 60's genre you'll like it.,4
A2A1AJO2GNTG6W_23681,"This movie has it's moments, which unfortunately do not come too often. Eileen Barken isn't too convincing as Calamity Jane. I would rate this movie as, if you want to see it then do so, otherwise watch something else.",3
A3O67YVYV98CEG_998,"EXELENTE PELICULA SENCILLAMENTE FASCINANTE DE LO MEJOR DE CIENCIA FICCION EL MANEJO DE SPIELBERG SOBRE EL TEMA LA PUESTA EN ESCENA, EL SONIDO LOS EFECTOS TODO EXTRAORDINARIA.
LA TENGO EN DVD NORMAL LA QUERIA EN BLU-RAY",5
A12T79VNXLKMC7_12891,"For its time, this was a raunchy and hilarious film. At this point it gives a strong blast from the past feel while also keeping in line with the genre.",4
A3HQXFLZ6WI70Q_3514,Nice movie. Cool blu-ray. Sad ending though but original. But this is not a movie that you can watch over and over.,5
A2E3VJ7RM217ZT_8815,"Witney Houston's singing is outstanding, the musical scoring is excellent, and Costner puts in his usual excellent performance. The story line is a bit predictable but still overall an excellent film.",4
A3DXYKQQSRYOP1_18461,"I hate watching these old movies from more than 25 years ago. There are no special effects. The Godfather movies have been hyped up a lot. However, this movie is less boring than the first two movies.",3
AW1N87MPFPVL_2544,i fell in love with Rita and Michael Caine's character Frank was a really well done run down geezer. each one so well done and what else is there?,5
A9Q28YTLYREO7_13153,as much as i dig Cheech Chong this film was a bad joke to put out. It's very dull and the jokes are really Lame. And that's not what you expect from a Cheech Chong film.,1
A1X054KUYG5V_23294,"The Bottom Line:

One of Kevin Smith's lesser works, Mallrats sometimes suffers from poor acting (though admittedly it's hard to make Smith's hyper-cool dialogue sound spontaneous) and isn't terribly well plotted, but it's a reasonably entertaining film.",3
A1TXJO4PMU8IER_1299,"Aside from foul language at times, it was great acting and story. New 4k was worth it. Not sure why Sony picked some of the new (old) 4K selections. Hope more 4k blu-ray's are coming.",4
A249PBASBNST1_5173,"I can't believe I wasted an hour and a half of my precious life on this dreck. Steve Martin has a certain kind of genius, but very little of it was showcased in the drivel in this film. Nuts.",1
A1E8047CZE1892_22175,Too bad that this father and son couldn't have gotten acquainted sooner.  Interesting film about estranged relationships and I enjoyed the film.,3
A1K6CN0RGD2V4U_23918,Couldn't watch it on Prime because my internet speed apparently isn't high enough to stream - ongoing issue for me despite a carrier that has high speed internet.  Looks like I need to cancel my Prime subscription,1
A42D1533ZIW9F_14117,"This is one of my favorite romantic comedies. Cary Grant, Sophia Lauren, and the villainous Martha Hyer. Throw in some cute kids and a terrific romantic ballad and it's perfect.",4
A2NYZW5UZUL5OS_3410,"This is a movie I bought to replace a VHS copy. John Wayne is my hero, and this is a very enjoyable movie for all the family.",5
A216JHCJ53WR6Q_1772,"Great movie with a good story and moral...something lacking in movies now days for kids.  Acting is great and music is catchy, making you want to sing and dance along.",5
AQM78U96W5XA4_20634,I love this movie however the price is OUTRAGEOUS!!!!! You will never sell anything with prices like that. Try $15 instead then I'll buy it.,3
A1M4YH3KTC415S_9286,This has always been one of my favorites. The cast never fails to bring a smile. The rivalry puts a neat spin on the movie.,4
A18R38QIA6KTWP_22176,"Guess I should've known better than to buy a ""special edition""  This has scenes edited out.  I'm very disappointed, what a prude sissified country America is these days.  ZERO stars for this version.  Original version gets FIVE!",1
A1ML3NPCE9A59L_7465,my whole family enjoyed it but we loved the game more on this dvd it so much fun!,5
A12FKW1RDNVF9R_14077,It's ok for a Jane Fonda movie. Not really any story. I bought after hearing a bunch of stuff about it. Borrow it if you can...but don't buy it.,3
A151Q5EOPH37HF_14998,"Working in this industry, this is not just a movie, it is a warning to guard our freedom from with in every day do not take it for granted, keep an eye on the ones in charge, and in power",3
A3VWNC3V06Y4CX_22077,"Boring movie! I didn't even finish watching it, after an hour I turned it off.",1
A1GSCYOLBH42PK_10992,The exercise is fast passed but the choice of music is quite old fashioned. I would have preferred more modern music.,3
ATG18IXRUJ2KG_19606,"My problem is that I didn't check that it would only work on a region 2 player...and I don't have one. So, well,  here it sits. I should have been more careful.",3
A2XHOLOLKGV1FE_21066,"I would postpone your purchase until the package includes a digital copy that you can use with iTunes.

The colorization is excellent, picture quality is very good.

Faith Domergue is very appealing to men.",2
A2SW91KZV6CE4G_10612,Really enjoyed all the characters and their interactions after a war. Well done. Long but well worth watching. Will not leave you with nightmares!,4
AILV4CXK8LEBV_17826,not the best of the Rocky's though with a different story line than the first four.  worth seeing,3
A627HB7AH58OV_489,Good depiction of the problems faced by George Washington when chased by the British after the New York defeat and when crossing the Delaware Rivet to attack Trenton.,5
A16JTVW8F40SK_5454,this was a great movie and I think it would make a great gift to give to some one and I would recommend it to some one,5
A3M7TL2KEYDT8V_22020,"I watched this with my 4.5 year old. It was alright, but the bottom line on beauty not being the most important thing was not presented well enough. The characters (non-stars) were quite cute though.",3
A34CYLEIKYZCPU_20011,Slow and boring.  Great for a 2 AM can't sleep night to calm your brain down.  Pooping acting.,1
A2PIKMMD08HD20_11097,I ended up giving this as a gift for a family member; but I love this movie and have since I was little.  I guess I am going to have to buy it again.  I was sad giving it away.,4
A1BD17H9V03NHS_3545,Great DVD. The bonus feature with Tom Bosley brought out some little-known facts about the movie.,5
A7PIALTVD0L83_4088,"Should be mandatory viewing for Trump, Cheney & the rest of the chicken-hawks sending others off to die while avoiding military service themselves. It ranks right up the with Hamburger Hill in making a statement on the insanity of war.",5
A279G84JONAVH4_5928,"Clint Eastwood as a  professor and part time hit man , when he's not ogling precious works of art and mountain climbing . How can you top that ?",5
AZ3I905L2DXAF_14780,"This was a funny movie with some great actors. Mr. Hart is freakin' funny. Dabney Coleman did a good job. Fonda, Tomlin, and Parton were excellent.",4
A1CMRIR5C42OYI_3985,"it is the good old favorite of mine, watch it every thanksgiving to put me in the Christmas mood. must have",5
A2MSGSJ53YZEIX_1556,"This film has hot chicks, and it has zombies. That's really all you need in order to make a good movie. Buy this.",5
A1BLDIJ8VJKUZZ_10065,Saw this when it came out and was interested to see it again; the acting is certainly good but the story line weird for this viewer.,3
A1HR5KF6K7RR7K_17205,This movie just seems to have been made to connect 1 and 3. If watched in sequence it is better than watching separately.,2
A3CML1HXW542EZ_20336,I didn't really watch this movie.  After only ten minutes I realized it was not what I really wanted to watch. I was more in the mood for a musical.,1
A33VMCSQUS1BJY_16335,THIS DVD IS A MUST HAVE IF YOU ARE A GODZILLA FAN AND WANT TO KEEP A COMPLETE SERIES OF HIS FILMS. IT CONTINUES WHERE GODZILLA LEFT OFF IN HIS DESTRUCTION OF JAPAN OR SHOULD I SAY HIS ENEMIES. ENJOY.,4
A21AG9B6NYUXSS_14996,"Though slightly dated, it's a classic.  Amazing performances from Cagney, Fonda, Lemmon and Powell.  Jack Lemmon's performance as Ensign Pulver won him the Academy Award, and deservedly so.  One to watch over and over and savor.",4
A3LMFC1VRO894Y_16995,"A let-down from the original, but still some of the same ""juice"".  Re-using the villain looks like a bad habit becoming entrenched...",3
A12Z483GWZJDM3_9689,My wife was watching it so I watched it too.  Overall a very good movie.  A lot of funny parts I. It also.,4
A2214VIWOIUMVD_177,Joseph is my favorite movie out of the Bible Collection. I am going to get one movie at a time as I can afford it until I have the whole collection.,5
A1JOETBOV3MLF0_20338,"Not one of the best movies I have watched,  a bit slow in the first two tapes, do not rush to purchase this one.",1
A1VELNRW7IV33W_7480,Enjoyable only if you have a girl that loves Belle. There's one story in particular that has some fun moments that even adults would enjoy but nothing like the classic.,3
AIS6V4THN938Q_2219,My kids absolutely love this movie! We watch it almost every day. We love the songs and the message is great!,5
A2FHELJGUNZKSU_19811,"No fault of the seller, the cheap ass DVD producer didn't put any captions on it and I am HARD of hearing.",2
A21AIZV14R04TU_16514,"A bit dated, but fun. A classic romantic comedy, made in 1989 it is a reminder that a happy story is always enjoyable.",3
A2PEOMD8JNINSZ_23867,A real stupid movie. Crazy bell hop and terrible dialog. Crazy happenings in 4 different rooms. The name stars must have regretted doing this film.,1
A2LVVJ9RYPUOLA_17584,"I imagine this was indicative of the movie=making of its time but it sure looked dated compared to the technology available today.  Even the story line seemed dated but then again, Steinbeck was perfect for his readers!",3
A2OUO2SM3R1GQ1_23000,"Good one for a Saturday night with nothing on the tube.

7 out of 10 (Rent first, then buy if it fits your taste)",3
A3D3LKR3DWOTS4_7047,My favorite steel book movie that I own the case is amazing front and back artwork are great disc has a shot of Stallone that's also on the back only down side no inside artwork,5
A1PEIE0Z3WDEW2_11205,"Kind of like the ""Clash of the Titans"" mythology movie but with midgets, time travel and much more humor.",4
A10GSER42PBIRJ_4857,"It was wonderful as always. Glad to have the dvd so no bad commercials on TV.  I suggest you buy it, it is a classic with a great actor.",5
A1IQDONP6QTZL6_13269,"Not as funny as I remember.  The jokes do not timeless, but still amusing and a fun distraction.",3
A1T9OREZ036KXC_20318,Again movie could not be completed..once I rented it for view..i.e. would not play to finish. Disappointed. ..,3
A2DTAV3W984639_19963,"Not scary, not creepy, unrealistic, annoying punks, overpriced. It only LOOKS like it would be good.",1
A3E6QV46D4BVHI_22994,"Not the best lesbian film I have ever seen, it was a little too unrealistic for me.",2
A3AGZFE3XYEFY_3558,WOW!  It's a Wonderful Life is one of my families favorite movies.  The Blu-ray edition has a clarity that is amazing.  We saw details that we had never seen on the old DVD.,5
A1GQF4JDJXBRLH_114,"This is a wonderful movie. It stay faithful to A Christmas Carol, but it very American. A fun movie for one and all.",5
A2ICG33D5CMS5J_7466,Classic! Best of the best! Personally - this is my favorite. I will recommend to my friends to purchase it. Thank you...,5
AIL8U1OUOULXK_10445,Good action and drama with this film and a lot of back stepping to between the crew,4
A3SQTR0P3BP1IX_1223,"Punk DeNiro should be  shunned by decent Americans.
He wanted to be political so here WE are being political back.
The only good flick he ever made was Ronin anyway.",1
A2PJSN4L98475_17011,Two wonderful actors swimming in murky story of anger/deceit.  Forgettable movie. Not worth effort to buy/watch...URGH!  Very poor  writing and production.  Waste of time!!  Someone must have owed 'some-1' big time to get this thing on film.,1
A1MR0EN9DV2DFN_22891,Wow so disappointing!  This could have been great!  Even a franchise.  What were they thinking?!,2
AX68ACCN9LZEG_2594,"Very good condition, both cover and disc, and prompt delivery made for a happy purchase in this case. The performances by the leads, Daniel Day Lewis, Winnona Ryder and Michelle Pfeiffer were incomparable.",5
AIYEG9VA07EZS_20722,"Teenage movie, with a teenaged plot. Funny in places. Kind of a Disney type movie.",3
A2PDKKY9924V8A_17711,"Great shipping, great price.  The movie wasn't quite as good as we had hoped.  But Thanks",3
A38C37J96AT1IX_9101,I absolutely love this movie.. but the video quality of the version available on Amazon Video is just 1 step above terrible.,2
AJPDE59V7L6BN_22567,Too dated for me. My humor has changed. Could only watch the first 15-20 minutes.,2
A1J8HXAQWJE3PE_3158,"It's still wonderful. Yes, ends rather abruptly but the lead-up is consistently strong as it keeps you in suspense to the last frame. If you are in the mood for a classic an top-rate suspense film, this is it.",4
A2ZCO3NDHM397W_22363,I hated the English version how we cant just release the Japanese subtitle version is anyone's guess. This dumbed down English version ruined the King of Monsters.,2
A3D1RKA0CVJ9V4_22487,I spent a bundle on the various dvd.  Given the disastrous state of the economy in 2012 (and dim outlook for 2013) I won't be buying these blue-rays any time soon!,3
A1PNZMVIWXMQIP_1163,"Rare item, great buy.  Good quality DVD makes the Muppets live forever.  Unlike Jim Henson.",5
A2884WKOZ51U6O_11256,"Although this DVD arrived in good condition, and is one of my favorite movies, I would have preferred the widescreen edition instead. The full screen edition leaves out too much perspective.",2
A1A6MWZJMR35LW_23341,"Not bad, not great. First hint of Hannibal the cannibal. Better the  later remake Red Dragon several years later.",3
A3IYREOY37U50V_3804,"Love this CD as well as the DVD I purchased earlier:)  Been listening to Neil Diamond since the 60's, loving his music.",5
A15I8JXQYS3YKJ_17772,Lee Marvin is one of my favorite actors but this was disappointing as the story line was Very confusing and never did figure it out . So do not recommend it.,2
A3PUBK0R08CIMB_3303,Just as funny as I remember it. It's been a long while since I last saw it. Good to have in any Mel Brooks movie collection.,4
A298JYA5I0UHHJ_20624,Had to send this back to England at my own expense as was not clear in ad that played in Europe dvd players only,1
A27I9OHDZ5XCG0_2657,"I really enjoy watching this movie. It has a creepy element without being gross. Reminds me of the old, old horror movies that have you looking over your shoulder to make sure know one is there.",5
ADFNARI7KV1AO_19262,"Great story, but once again the language is atrocious.  Don't understand why actors and the writers think this is enhancing to a movie.  I threw it away.  Won't have that garbage in my house.",3
